restaurant_id,restaurant_name,city,locality,latitude,longitude,restaurant_type,cuisines,top_selling_dish,distance_from_city_center_km,opening_time,closing_time,operating_days_per_week,seating_capacity,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,customer_sentiment_score,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,avg_prep_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,monthly_order_growth_pct,weekend_order_uplift_pct,repeat_customer_pct,online_order_share_pct,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,seating_capacity_note,loyalty_program,sustainability_packaging_rating,has_own_website,has_own_app,food_license_verified,year_established,listing_date,days_listed,rating_difference,revenue_difference,profit_difference,total_monthly_revenue,total_monthly_profit,total_monthly_orders,average_delivery_time
REST004226,Zaffran Vegan Republic,Ahmedabad,Bodakdev,23.04889,72.55157,Casual Dining,Vegan,Plant-Based Burger,11.7,09:00,21:00,6,88,4.4,823,4.4,520,4.4,89,561,Mid-Range,71,68,37,38,26,15.6,15.6,20,15,247,234,-1.5,20,60,79,138567,131274,113442,107471,51.4,48.6,Swiggy Better,Outdoor Seating; Parking; Bar; Rooftop; Vegan Options,5,Dine-in available,False,2,True,True,True,2018,2023-01-15,1282,0.0,7293,5971,269841,220913,481,37.5
REST004227,Nawab Bites (4),Hyderabad,LB Nagar,17.47113,78.50938,Cafe,Street Food,Chaat,6.0,10:00,22:00,7,66,4.6,974,4.6,477,4.6,89,394,Mid-Range,44,45,30,23,24,16.0,22.3,14,20,266,236,3.5,54,64,83,104804,92984,85394,70081,53.0,47.0,Swiggy Better,Rooftop; Bar; Smoking Area; Takeaway; Family Friendly; Dessert Bar; Live Music,7,Dine-in available,False,1,False,False,True,2015,2018-09-18,2862,0.0,11820,15313,197788,155475,502,26.5
REST004228,Roots Cafe (3),Mumbai,Khar,19.05155,72.89726,Fine Dine,Bakery,Artisan Bread,6.4,09:00,23:00,5,17,4.1,1782,4.3,775,4.2,84,1872,Luxury,48,45,32,28,11,25.0,22.1,20,4,219,152,14.9,55,50,81,409968,284544,298252,215010,59.0,41.0,Swiggy Better,Smoking Area; Live Music; Parking; Alcohol; Family Friendly,5,Dine-in available,True,3,True,False,True,2020,2023-10-10,1014,-0.20000000000000018,125424,83242,694512,513262,371,30.0
REST004229,Twist Foods (4),Pune,Aundh,18.50879,73.90068,QSR (Quick Service),Vegan; Seafood,Vegan Buddha Bowl,9.3,08:00,23:00,7,70,4.8,963,5.0,958,4.9,99,357,Mid-Range,55,55,31,36,26,19.9,19.8,12,10,178,208,-8.1,51,65,60,63546,74256,49373,57767,46.1,53.9,Zomato Better,Outdoor Seating; Private Room; Smoking Area; Dine-in,4,Dine-in available,False,1,True,False,True,2021,2024-03-01,871,-0.20000000000000018,-10710,-8394,137802,107140,386,33.5
REST004230,Green Thai House,Bangalore,JP Nagar,12.99326,77.53597,Cloud Kitchen,Thai,Thai Basil Fried Rice,5.4,07:00,23:00,7,0,4.4,2810,4.5,3158,4.45,80,489,Mid-Range,46,35,27,24,17,20.8,21.4,25,31,488,422,1.7,24,62,85,238632,206358,183327,157331,53.6,46.4,Swiggy Better,Smoking Area; Family Friendly; Rooftop,3,"Delivery-only, no seating",False,1,False,False,True,2020,2024-01-21,911,-0.09999999999999964,32274,25996,444990,340658,910,25.5
REST004231,Delhi Foods (4),Lucknow,Rajajipuram,26.84761,80.94163,Fine Dine,Mexican,Quesadilla,10.1,10:00,23:00,7,28,4.5,1135,4.5,1245,4.5,86,1537,Luxury,64,64,36,30,33,16.0,16.0,14,20,174,164,22.2,32,53,57,267438,252068,217908,205385,51.5,48.5,Swiggy Better,Bar; Takeaway; Live Music; Family Friendly; WiFi; AC,6,Dine-in available,True,4,True,False,True,2023,2025-09-18,305,0.0,15370,12523,519506,423293,338,33.0
REST004232,The Vietnamese Tadka (4),Mumbai,Bandra,19.00649,72.89189,QSR (Quick Service),Vietnamese; Seafood,Spring Rolls,4.7,12:00,23:00,6,72,5.0,2734,4.9,1031,4.95,100,543,Mid-Range,42,40,26,25,32,24.4,21.0,25,29,344,384,-6.6,9,64,83,186792,208512,136978,159783,47.3,52.7,Zomato Better,Rooftop; AC; Private Room; Takeaway; Vegan Options; Bar; Parking,7,Dine-in available,True,3,False,False,False,2019,2019-04-28,2640,0.09999999999999964,-21720,-22805,395304,296761,728,25.5
REST004233,Nawab Multi-Cuisine Cafe,Chennai,Porur,13.13344,80.36167,Cafe,Multi-Cuisine; Vegan,Grilled Sandwich,4.0,08:00,22:00,5,44,4.6,2230,4.6,2287,4.6,94,554,Mid-Range,35,36,23,30,24,19.7,16.3,16,14,252,280,-8.0,45,58,73,139608,155120,108742,125940,47.4,52.6,Zomato Better,Alcohol; Smoking Area; Dessert Bar; AC; Rooftop; Dine-in; Private Room,7,Dine-in available,False,5,False,False,True,2017,2018-12-02,2787,0.0,-15512,-17198,294728,234682,532,26.5
REST004234,Copper Hub (3),Chennai,Anna Nagar,13.16261,80.36983,Cafe,Thai,Green Curry,2.2,10:00,23:00,7,82,4.3,1785,4.7,3408,4.5,82,547,Mid-Range,29,33,21,23,22,25.7,18.2,14,13,333,401,7.7,24,56,80,182151,219347,131278,174043,45.4,54.6,Zomato Better,Dessert Bar; Vegan Options,2,Dine-in available,False,5,False,False,True,2019,2024-09-03,685,-0.40000000000000036,-37196,-42765,401498,305321,734,22.0
REST004235,Twist Vietnamese Republic,Mumbai,Bandra,19.08367,72.80973,QSR (Quick Service),Vietnamese,Banh Mi,0.7,11:00,23:00,7,77,4.3,1171,4.8,2756,4.55,89,196,Budget,15,20,17,18,17,20.6,23.9,17,17,220,445,3.6,26,55,59,43120,87220,33210,64383,33.1,66.9,Zomato Better,WiFi; Bar,2,Dine-in available,False,4,True,False,True,2021,2024-01-20,912,-0.5,-44100,-31173,130340,97593,665,17.5
REST004236,The Seafood Republic (5),Mumbai,Powai,19.01237,72.84696,QSR (Quick Service),Seafood,Grilled Fish,6.1,08:00,22:00,7,26,3.8,3006,3.8,1023,3.8,75,236,Budget,43,47,25,29,26,18.9,26.6,32,11,391,213,22.6,53,35,91,92276,50268,72591,35790,64.7,35.3,Swiggy Better,WiFi; Takeaway; Live Music; AC; Dessert Bar; Rooftop,6,Dine-in available,False,2,False,False,True,2023,2024-05-25,786,0.0,42008,36801,142544,108381,604,27.0
REST004237,Coastal Mediterranean Spot,Delhi,Janakpuri,28.69844,76.97756,Cloud Kitchen,Mediterranean,Falafel Wrap,8.9,09:00,23:00,7,0,4.6,1651,4.7,2516,4.65,97,237,Budget,54,61,32,37,28,17.8,24.3,22,21,307,545,2.7,13,63,97,72759,129165,58014,94845,36.0,64.0,Zomato Better,Bar; AC,2,"Delivery-only, no seating",False,3,False,False,True,2015,2017-12-16,3138,-0.10000000000000053,-56406,-36831,201924,152859,852,34.5
REST004238,The Mediterranean Tadka (7),Ahmedabad,Vastrapur,22.97703,72.68121,Casual Dining,Mediterranean,Hummus Platter,8.9,12:00,21:00,5,77,3.9,1186,4.0,933,3.95,79,528,Mid-Range,56,56,34,36,26,19.7,18.7,18,23,186,143,11.6,30,37,84,98208,75504,76495,59543,56.5,43.5,Swiggy Better,Private Room; Vegan Options; AC; Parking; Family Friendly,5,Dine-in available,False,5,False,True,True,2025,2025-04-05,471,-0.10000000000000009,22704,16952,173712,136038,329,35.0
REST004239,Heritage Fast Point,Pune,Magarpatta,18.50744,73.87258,QSR (Quick Service),Fast Food; North Indian,Burger,12.0,09:00,23:00,6,46,4.0,1670,3.7,451,3.85,74,386,Mid-Range,69,69,38,37,13,21.1,18.1,23,28,199,182,16.6,41,45,73,76814,70252,58788,55810,52.2,47.8,Swiggy Better,Vegan Options; Smoking Area; Family Friendly; Bar; Parking,5,Dine-in available,False,5,False,True,False,2015,2018-04-26,3007,0.2999999999999998,6562,2978,147066,114598,381,37.5
REST004240,Basil Italian Tadka,Hyderabad,Somajiguda,17.39427,78.51573,Food Truck,Italian,Pasta Alfredo,5.2,08:00,21:00,7,0,3.4,1361,3.4,832,3.4,70,171,Budget,44,43,24,22,33,18.1,17.1,30,21,241,271,-4.0,22,35,94,41211,46341,32739,37264,47.1,52.9,Zomato Better,Alcohol; Vegan Options; Parking; AC; Private Room,5,"Delivery-only, no seating",False,1,True,False,False,2022,2023-09-25,1029,0.0,-5130,-4525,87552,70003,512,23.0
REST004241,Sultan Vietnamese Tadka,Kolkata,Park Street,22.6054,88.34809,Cloud Kitchen,Vietnamese,Spring Rolls,11.9,07:00,22:00,7,0,4.7,906,4.8,2126,4.75,100,423,Mid-Range,69,72,34,43,12,24.9,25.9,12,25,306,445,1.5,47,61,56,129438,188235,94292,135298,40.7,59.3,Zomato Better,Alcohol; Family Friendly; Bar,3,"Delivery-only, no seating",True,5,False,False,True,2016,2021-05-17,1890,-0.09999999999999964,-58797,-41006,317673,229590,751,38.5
REST004242,Heritage Thai Bar & Grill,Kolkata,Howrah,22.64286,88.36371,Casual Dining,Thai,Tom Yum Soup,5.6,10:00,23:00,6,86,4.5,2008,4.5,1234,4.5,93,543,Mid-Range,47,44,25,34,30,19.6,17.3,14,24,344,164,7.9,25,63,92,186792,89052,145675,71437,67.7,32.3,Swiggy Better,AC; Dine-in; Outdoor Seating; Private Room; Rooftop; Dessert Bar,6,Dine-in available,False,5,False,False,True,2014,2019-03-19,2680,0.0,97740,74238,275844,217112,508,29.5
REST004243,The Lebanese Room (4),Delhi,Paharganj,28.73546,77.15897,Fine Dine,Lebanese; Cafe,Shawarma,2.2,09:00,21:00,7,103,3.7,1464,3.8,1367,3.75,78,1685,Luxury,21,36,15,19,20,23.9,25.9,14,30,224,165,-6.8,8,46,78,377440,278025,278615,199836,57.6,42.4,Swiggy Better,AC; Vegan Options; Parking,3,Dine-in available,False,1,True,False,True,2021,2026-01-30,171,-0.09999999999999964,99415,78779,655465,478451,389,17.0
REST004244,The Mediterranean Spot (3),Pune,Viman Nagar,18.4675,73.80439,QSR (Quick Service),Mediterranean; Desserts,Falafel Wrap,7.4,12:00,22:00,7,33,4.6,1335,4.8,683,4.7,91,234,Budget,54,50,33,30,31,22.8,16.2,24,7,229,170,20.9,11,64,90,53586,39780,40127,32336,57.4,42.6,Swiggy Better,WiFi; AC; Live Music; Smoking Area,4,Dine-in available,False,3,False,False,True,2017,2018-04-30,3003,-0.20000000000000018,13806,7791,93366,72463,399,31.5
REST004245,Cinnamon Deck,Chennai,Besant Nagar,13.11679,80.21425,QSR (Quick Service),Biryani; Thai,Mutton Biryani,2.3,10:00,23:00,6,27,4.6,3578,4.6,1680,4.6,93,319,Mid-Range,32,24,20,23,10,15.3,23.0,23,23,418,362,-10.1,39,55,67,133342,115478,109552,86251,53.6,46.4,Swiggy Better,Family Friendly; WiFi; Bar; Vegan Options; Dessert Bar,5,Dine-in available,False,5,True,False,True,2021,2021-06-18,1858,0.0,17864,23301,248820,195803,780,21.5
REST004246,Ember South Room,Bangalore,Indiranagar,12.95731,77.58257,Cloud Kitchen,South Indian,Idli Sambar,5.1,08:00,23:00,7,0,3.9,1661,3.7,2137,3.8,79,289,Budget,48,42,30,28,21,22.3,19.0,23,27,377,326,19.1,24,32,77,108953,94214,82117,74024,53.6,46.4,Swiggy Better,Bar; Outdoor Seating; WiFi; Takeaway; Parking; Dine-in,6,"Delivery-only, no seating",False,3,False,False,True,2016,2019-06-25,2582,0.19999999999999973,14739,8093,203167,156141,703,29.0
REST004247,Tandoor Grill (5),Ahmedabad,Satellite,23.01385,72.5719,Cloud Kitchen,Mexican,Nachos,10.6,07:00,21:00,7,0,4.3,926,4.4,740,4.35,88,332,Mid-Range,57,65,37,34,17,25.7,21.1,5,32,214,197,15.7,27,43,62,71048,65404,51205,50056,52.1,47.9,Balanced,Live Music; Alcohol; WiFi; Rooftop; Vegan Options,5,"Delivery-only, no seating",False,3,False,True,True,2016,2021-03-21,1947,-0.10000000000000053,5644,1149,136452,101261,411,35.5
REST004248,Urban Chinese Kitchen,Mumbai,Navi Mumbai,19.0753,72.90547,Cloud Kitchen,Chinese,Fried Rice,0.5,12:00,22:00,7,0,3.9,1375,4.4,1990,4.15,85,259,Budget,16,25,22,20,12,26.5,23.7,4,20,253,263,-7.4,42,61,84,65527,68117,46717,50414,49.0,51.0,Zomato Better,Smoking Area; Family Friendly; Dessert Bar; Takeaway; Parking; Bar,6,"Delivery-only, no seating",False,1,False,False,True,2022,2025-01-09,557,-0.5000000000000004,-2590,-3697,133644,97131,516,21.0
REST004249,Lotus Korean Hub,Bangalore,JP Nagar,12.97835,77.59558,Cloud Kitchen,Korean,Kimchi Fried Rice,5.8,11:00,21:00,7,0,3.5,1368,3.6,706,3.55,72,270,Budget,46,43,32,24,22,24.8,26.4,19,21,343,328,2.0,6,29,89,92610,88560,67553,63225,51.1,48.9,Swiggy Better,Outdoor Seating; WiFi; Rooftop,3,"Delivery-only, no seating",True,1,False,False,True,2018,2020-09-11,2138,-0.10000000000000009,4050,4328,181170,130778,671,28.0
REST004250,The Pan-Asian Kitchen (4),Kolkata,Ballygunge,22.62323,88.32166,Casual Dining,Pan-Asian; Mediterranean,Thai Curry,3.2,10:00,23:00,7,46,4.0,3855,3.7,2194,3.85,78,641,Mid-Range,31,29,19,24,28,22.9,17.1,31,12,450,283,-12.4,9,44,70,288450,181403,215723,145872,61.4,38.6,Swiggy Better,Vegan Options; WiFi; Private Room; Dine-in; Family Friendly,5,Dine-in available,True,5,True,False,True,2014,2017-02-24,3433,0.2999999999999998,107047,69851,469853,361595,733,21.5
REST004251,Zaffran Vegan Junction,Bangalore,Basavanagudi,12.99644,77.57556,Cafe,Vegan; Fast Food,Vegan Wrap,10.7,09:00,23:00,7,45,4.1,1860,4.3,1083,4.2,91,367,Mid-Range,65,58,29,37,20,16.3,24.1,22,17,220,286,-6.4,7,45,64,80740,104962,65552,77276,43.5,56.5,Zomato Better,Outdoor Seating; Dessert Bar; WiFi; Live Music; Takeaway; Private Room,6,Dine-in available,True,2,False,False,True,2016,2017-12-29,3125,-0.20000000000000018,-24222,-11724,185702,142828,506,33.0
REST004252,Bistro Corner (4),Mumbai,Worli,19.01672,72.88655,Cafe,Mediterranean,Hummus Platter,14.6,07:00,22:00,7,106,3.9,515,3.7,1143,3.8,76,305,Mid-Range,82,76,42,46,35,19.2,18.5,6,9,187,216,6.3,18,30,94,57035,65880,44702,52081,46.4,53.6,Zomato Better,Alcohol; Rooftop; Private Room; Vegan Options; Dessert Bar; WiFi; Smoking Area; Live Music,8,Dine-in available,False,1,False,False,True,2021,2024-07-14,736,0.19999999999999973,-8845,-7379,122915,96783,403,44.0
REST004253,Golden Spot (4),Bangalore,JP Nagar,12.89649,77.62763,Food Truck,Continental; Cafe,Soup of the Day,4.4,10:00,24:00,7,0,3.4,707,3.2,2250,3.3,59,191,Budget,41,30,24,22,20,22.1,21.7,8,13,156,282,16.1,53,32,63,29796,53862,22515,40909,35.6,64.4,Zomato Better,Vegan Options; Dine-in; AC; Smoking Area; Outdoor Seating,5,"Delivery-only, no seating",False,1,True,False,True,2015,2019-10-20,2465,0.19999999999999973,-24066,-18394,83658,63424,438,23.0
REST004254,The Seafood Bar & Grill (3),Pune,Wagholi,18.55291,73.90667,Cafe,Seafood,Grilled Fish,8.2,08:00,21:00,6,45,4.9,1688,4.7,1271,4.8,91,239,Budget,58,57,30,29,27,17.3,24.2,13,8,233,212,5.2,35,58,70,55687,50668,44672,37254,52.4,47.6,Swiggy Better,Dessert Bar; Takeaway; Rooftop,3,Dine-in available,False,4,False,False,True,2022,2026-03-02,140,0.20000000000000018,5019,7418,106355,81926,445,29.5
REST004255,Ember Corner (5),Kolkata,Rajarhat,22.59953,88.35017,Cafe,Thai; Italian,Tom Yum Soup,1.6,11:00,23:00,6,118,4.5,2744,4.5,1141,4.5,95,343,Mid-Range,31,26,21,25,26,19.2,25.3,14,8,310,305,-15.1,16,51,67,106330,104615,83337,75803,50.4,49.6,Swiggy Better,Family Friendly; Alcohol; Live Music; Rooftop; Outdoor Seating; Parking; Dessert Bar,7,Dine-in available,True,3,False,False,True,2020,2025-03-16,491,0.0,1715,7534,210945,159140,615,23.0
REST004256,The Thai Deck (3),Mumbai,Goregaon,19.13906,72.84233,QSR (Quick Service),Thai,Thai Basil Fried Rice,6.6,12:00,22:00,7,80,5.0,1834,4.6,835,4.8,95,286,Budget,49,53,25,31,32,16.9,15.4,31,12,425,351,-1.1,36,62,65,121550,100386,97978,82379,54.8,45.2,Swiggy Better,Bar; Alcohol; AC; Vegan Options; Rooftop; Outdoor Seating; Takeaway; Dine-in,8,Dine-in available,False,5,False,False,True,2013,2018-11-04,2815,0.40000000000000036,21164,15599,221936,180357,776,28.0
REST004257,The Japanese Bhavan (2),Mumbai,Kandivali,19.07108,72.83279,Cloud Kitchen,Japanese; Italian,Ramen,2.5,12:00,22:00,7,0,3.7,801,3.7,1070,3.7,76,324,Mid-Range,26,36,19,30,31,26.3,22.6,6,28,193,313,12.2,24,40,65,62532,101412,44704,76138,38.1,61.9,Zomato Better,Dine-in; AC; Family Friendly; Smoking Area; Bar; Rooftop,6,"Delivery-only, no seating",False,3,False,False,False,2016,2019-03-22,2677,0.0,-38880,-31434,163944,120842,506,24.5
REST004258,The Multi-Cuisine Junction (2),Delhi,Rajouri Garden,28.7181,77.16084,Cafe,Multi-Cuisine; Japanese,Grilled Sandwich,2.8,07:00,21:00,7,81,4.6,1841,4.9,2091,4.75,98,337,Mid-Range,39,32,20,31,14,23.9,18.6,14,20,307,267,13.9,24,59,94,103459,89979,76370,71046,53.5,46.5,Swiggy Better,Family Friendly; Dine-in; Takeaway; Rooftop; Alcohol,5,Dine-in available,False,4,True,False,True,2016,2021-07-23,1823,-0.3000000000000007,13480,5324,193438,147416,574,25.5
REST004259,Bamboo Korean Cellar,Jaipur,Jagatpura,26.93627,75.76549,Casual Dining,Korean; Vietnamese,Bibimbap,4.9,09:00,21:00,7,37,4.5,520,4.2,1223,4.35,89,521,Mid-Range,49,48,27,21,24,17.4,19.0,11,14,197,269,-0.7,45,58,80,102637,140149,82235,110115,42.3,57.7,Zomato Better,Live Music; Dessert Bar; Dine-in; Parking; Vegan Options,5,Dine-in available,False,4,False,False,True,2023,2023-10-28,996,0.2999999999999998,-37512,-27880,242786,192350,466,24.0
REST004260,The Bakery Kitchen,Bangalore,Yelahanka,12.89388,77.55642,Food Truck,Bakery,Cupcakes,2.8,10:00,22:00,7,0,4.5,1306,4.8,1380,4.65,90,279,Budget,32,32,24,25,20,19.1,24.4,4,9,188,155,7.3,10,72,77,52452,43245,41161,31712,54.8,45.2,Swiggy Better,Live Music; Outdoor Seating; Bar; AC; WiFi; Dine-in; Private Room,7,"Delivery-only, no seating",False,3,False,False,True,2017,2019-01-22,2736,-0.2999999999999998,9207,9449,95697,72873,343,24.5
REST004261,The Fast Express (6),Jaipur,Tonk Road,26.83179,75.79566,Casual Dining,Fast Food; Italian,Cheese Sandwich,6.8,09:00,23:00,7,118,4.5,1738,4.5,2016,4.5,90,434,Mid-Range,49,51,26,28,21,24.9,20.3,29,10,256,231,8.2,48,58,65,111104,100254,80936,77505,52.6,47.4,Swiggy Better,Dine-in; Smoking Area; Outdoor Seating,3,Dine-in available,True,4,True,False,True,2014,2019-01-14,2744,0.0,10850,3431,211358,158441,487,27.0
REST004262,Nawab Mexican Deck,Ahmedabad,SG Highway,23.05929,72.65212,Fine Dine,Mexican; Continental,Quesadilla,5.4,10:00,22:00,7,42,4.3,226,4.9,2117,4.6,98,1141,Premium,46,46,27,28,25,23.9,17.9,10,27,103,293,1.6,55,58,57,117523,334313,86752,266237,26.0,74.0,Zomato Better,Alcohol; Family Friendly; Private Room; Bar; Rooftop; Smoking Area; WiFi,7,Dine-in available,True,5,False,False,False,2017,2021-04-14,1923,-0.6000000000000005,-216790,-179485,451836,352989,396,27.5
REST004263,The Desserts Kitchen,Bangalore,Whitefield,12.99006,77.54838,Fine Dine,Desserts,Cheesecake,3.4,10:00,24:00,7,70,4.6,1164,4.9,869,4.75,92,1177,Premium,31,33,23,27,18,19.9,18.1,10,9,222,234,-1.2,5,60,67,261294,275418,203018,218800,48.7,51.3,Zomato Better,AC; Smoking Area; Vegan Options; WiFi; Rooftop; Live Music,6,Dine-in available,True,2,True,False,True,2022,2023-12-01,962,-0.3000000000000007,-14124,-15782,536712,421818,456,25.0
REST004264,The Lebanese Darbar (3),Kolkata,Behala,22.63994,88.39346,Casual Dining,Lebanese; Cafe,Hummus,3.2,07:00,23:00,6,29,4.5,756,4.3,1323,4.4,86,896,Premium,39,31,22,17,27,22.4,20.4,28,22,364,356,12.1,18,60,94,326144,318976,245495,246288,50.6,49.4,Balanced,Takeaway; Family Friendly; Outdoor Seating; Live Music; Rooftop; WiFi; Smoking Area; Alcohol,8,Dine-in available,False,3,False,False,True,2022,2023-01-11,1286,0.20000000000000018,7168,-793,645120,491783,720,19.5
REST004265,Royal Cafe Tadka,Hyderabad,LB Nagar,17.47719,78.46395,Food Truck,Cafe; South Indian,Avocado Toast,7.6,08:00,21:00,7,0,4.7,2292,4.5,1808,4.6,97,359,Mid-Range,52,49,31,31,19,25.7,23.2,23,16,293,311,3.0,52,60,76,105187,111649,75809,83174,48.5,51.5,Zomato Better,Smoking Area; Parking; AC; Vegan Options,4,"Delivery-only, no seating",False,3,False,True,True,2020,2024-03-05,867,0.20000000000000018,-6462,-7365,216836,158983,604,31.0
REST004266,Royal Kitchen (3),Pune,Viman Nagar,18.50538,73.86225,Cafe,Multi-Cuisine; Fast Food,Grilled Sandwich,8.8,10:00,21:00,7,78,4.3,532,4.5,992,4.4,92,562,Mid-Range,52,65,30,37,34,17.4,20.6,6,10,146,201,5.6,54,60,72,82052,112962,65742,87001,42.1,57.9,Zomato Better,WiFi; Dessert Bar; Outdoor Seating; Smoking Area; AC; Bar,6,Dine-in available,False,3,True,False,True,2015,2016-09-28,3582,-0.20000000000000018,-30910,-21259,195014,152743,347,33.5
REST004267,The Mughlai Bites (4),Delhi,Karol Bagh,28.68648,77.14306,Fine Dine,Mughlai,Kebabs,5.8,11:00,24:00,7,106,4.3,904,4.7,1040,4.5,90,1323,Luxury,45,44,30,30,22,23.5,26.6,4,13,184,257,9.8,21,50,91,243432,340011,180639,242081,41.7,58.3,Zomato Better,Takeaway; Parking; WiFi; AC; Dine-in; Family Friendly; Dessert Bar,7,Dine-in available,True,2,True,False,True,2021,2024-06-11,769,-0.40000000000000036,-96579,-61442,583443,422720,441,30.0
REST004268,The Mediterranean Eatery (3),Kolkata,Tollygunge,22.50477,88.4247,Cafe,Mediterranean; Bakery,Shawarma,8.4,07:00,22:00,6,117,3.9,1058,4.1,1824,4.0,82,502,Mid-Range,54,56,31,37,30,23.0,21.5,13,26,217,230,-13.2,32,48,74,108934,115460,81363,87917,48.5,51.5,Zomato Better,Takeaway; Smoking Area; WiFi; Bar; AC; Private Room; Family Friendly,7,Dine-in available,False,4,False,False,True,2019,2023-08-22,1063,-0.19999999999999973,-6526,-6554,224394,169280,447,34.0
REST004269,Green Multi-Cuisine Corner,Kolkata,Tollygunge,22.5985,88.33742,Cafe,Multi-Cuisine,Chef's Special Platter,2.3,09:00,24:00,7,20,4.2,2862,4.0,1035,4.1,82,436,Mid-Range,28,23,27,18,8,15.5,24.9,29,7,331,128,-6.0,23,50,85,144316,55808,118289,40654,72.1,27.9,Swiggy Better,Rooftop; Takeaway,2,Dine-in available,False,2,True,False,True,2013,2016-11-18,3531,0.20000000000000018,88508,77635,200124,158943,459,22.5
REST004270,The Seafood Diner (4),Chennai,Porur,12.97979,80.30822,Cafe,Seafood,Crab Masala,2.6,08:00,21:00,6,82,4.4,982,4.3,1202,4.35,92,384,Mid-Range,27,33,22,23,25,19.7,18.0,6,6,226,227,-5.4,14,54,57,86784,87168,67597,69333,49.9,50.1,Balanced,Parking; AC; Rooftop; Private Room; Alcohol; Dine-in,6,Dine-in available,True,5,True,False,True,2019,2023-12-09,954,0.10000000000000053,-384,-1736,173952,136930,453,22.5
REST004271,The Lebanese Room (5),Lucknow,Aminabad,26.79818,80.95807,QSR (Quick Service),Lebanese; Multi-Cuisine,Fattoush,3.5,12:00,24:00,7,99,4.5,2220,4.7,1109,4.6,96,370,Mid-Range,33,38,23,21,29,20.4,16.2,21,5,266,210,-1.4,24,61,74,98420,77700,75992,63159,55.9,44.1,Swiggy Better,Smoking Area; Outdoor Seating; Takeaway; Bar; AC; Dessert Bar,6,Dine-in available,False,3,False,True,True,2019,2021-08-06,1809,-0.20000000000000018,20720,12833,176120,139151,476,22.0
REST004272,The Vegan Eatery (9),Delhi,Connaught Place,28.71953,77.12264,Cafe,Vegan,Tofu Stir Fry,2.1,09:00,23:00,7,62,5.0,995,4.7,1475,4.85,100,259,Budget,36,29,21,19,10,26.2,23.0,20,15,321,232,10.6,57,65,62,83139,60088,59516,44880,58.0,42.0,Swiggy Better,WiFi; Vegan Options; Family Friendly; Takeaway; Live Music,5,Dine-in available,True,1,False,False,False,2013,2017-08-17,3259,0.2999999999999998,23051,14636,143227,104396,553,20.0
REST004273,Sunrise House,Kolkata,Tollygunge,22.53966,88.42568,Casual Dining,Pan-Asian; Lebanese,Thai Curry,0.5,09:00,22:00,5,29,4.6,1705,4.8,948,4.7,93,822,Premium,17,18,17,20,10,21.8,19.8,21,23,334,346,7.9,27,73,79,274548,284412,208256,221255,49.1,50.9,Zomato Better,Alcohol; Outdoor Seating; Dessert Bar,3,Dine-in available,False,5,False,False,True,2013,2017-08-05,3271,-0.20000000000000018,-9864,-12999,558960,429511,680,18.5
REST004274,Tandoor Fast Grill,Ahmedabad,Prahladnagar,23.02014,72.53587,Cafe,Fast Food,Cheese Sandwich,4.5,11:00,22:00,6,48,4.9,629,4.5,1149,4.7,91,512,Mid-Range,36,37,22,25,30,26.8,24.7,28,31,220,224,7.1,21,64,77,112640,114688,79979,83769,49.5,50.5,Zomato Better,Live Music; WiFi; Vegan Options,3,Dine-in available,True,5,False,False,False,2020,2020-06-29,2212,0.40000000000000036,-2048,-3790,227328,163748,444,23.5
REST004275,Urban Eatery (5),Bangalore,Indiranagar,12.96125,77.63334,Food Truck,Pan-Asian; Italian,Asian Noodle Bowl,3.0,07:00,22:00,7,0,4.3,1899,4.2,834,4.25,84,173,Budget,32,31,17,23,34,15.8,15.1,19,10,259,218,10.3,43,53,86,44807,37714,36596,31059,54.3,45.7,Swiggy Better,Outdoor Seating; Live Music,2,"Delivery-only, no seating",True,2,False,False,True,2012,2017-03-07,3422,0.09999999999999964,7093,5537,82521,67655,477,20.0
REST004276,Lotus Junction (4),Mumbai,Borivali,19.0204,72.88554,Fine Dine,Seafood,Crab Masala,4.0,08:00,23:00,6,107,4.7,1784,4.6,1349,4.65,95,1225,Premium,36,30,21,29,27,21.4,27.0,23,31,239,238,13.1,56,70,79,292775,291550,223218,206447,50.1,49.9,Swiggy Better,Smoking Area; Dine-in; Rooftop; Outdoor Seating; Private Room,5,Dine-in available,True,5,True,False,True,2021,2021-11-10,1713,0.10000000000000053,1225,16771,584325,429665,477,25.0
